id,original_title,title,original_language,overview,tagline,release_date,poster_path,popularity,vote_count,vote_average,budget,revenue,runtime,status,adult,backdrop_path,genre_names,collection,collection_name,_art_year
60575,Prowl,Prowl,en,"Amber dreams of escaping her small town existence and persuades her friends to accompany her to find an apartment in the big city. When their transportation breaks down, she and her friends gratefully accept a ride in the back of a semi. But when the driver refuses to stop and they discover the cargo is hundreds of cartons of blood, they panic. Their panic turns to terror when the truck disgorges them into a dark, abandoned warehouse where blood-thirsty creatures learn to hunt human prey, which, the friends realize, is what they now are... Written by Svetlio Svilenov","She was running from her life,now she's running for it.",2010-09-04,/9odMCaQynGfpvclF4PU4sLuzGgs.jpg,11.136,100,4.9,0,0,81,Released,False,/sXBBnoL4KsIsbp8MRRklRr64VXw.jpg,"Horror, Thriller",,,2010
265016,Extraterrestrial,Extraterrestrial,en,"Five friends set out to a cabin in the woods for a fun weekend getaway that is, until extraterrestrial visitors turn it into a fight for their lives. The group is pulled from their reverie when a flickering object crashes deep in the woods. As they investigate, the friends stumble across an alien spacecraft, and its inhabitants have not arrived in peace.",They do not come in peace.,2014-10-17,/mmiG916iIh6w378qBjRfTonqOWb.jpg,11.134,419,5.5,0,0,101,Released,False,/q4tAtvy6EB0fsWRP66muNMFGubA.jpg,"Horror, Science Fiction",,,2014
510388,Villains,Villains,en,"When their car breaks down, a couple on the run headed southbound for a fresh start in the Sunshine State break into a nearby house looking for a new set of wheels. What they find instead is a dark secret, and a sweet-as-pie pair of homeowners who will do anything to keep it from getting out.",Two bad people are about to meet two worse people.,2019-09-20,/Arefq9eI1z94Jtrbbuqzg9p5mf8.jpg,11.132,263,6.2,0,0,90,Released,False,/z9Ipktaq5ZF4WAPFkQqnmPugd3I.jpg,"Comedy, Drama, Horror",,,2019
13564,Return to House on Haunted Hill,Return to House on Haunted Hill,en,"Eight years have passed since Sara Wolfe and Eddie Baker escaped the House on Haunted Hill. Now the kidnapped Ariel, Sara's sister, goes inside the house with a group of treasure hunters to find the statue of Baphomet, worth millions and believed to be the cause of the House's evil.",,2007-10-03,/ipBiyifbFqY0ZduO3R9OPBjc2pH.jpg,11.124,241,5.5,0,0,81,Released,False,/esKuxnXKUTLNxx8v3YmCMtorQxl.jpg,"Horror, Thriller",248339.0,House on Haunted Hill Collection,2007
10842,奇妙なサーカス,Strange Circus,ja,"The erotic novelist Taeko is writing a morbid story of a family destroyed by incest, murder and abuse. Her assistant, Yuji, sets on a mission to uncover the reality of this story, but the reality might be too much to bear.",,2005-12-24,/8uEvy8cVVomN82atiLp5i7JIuI4.jpg,11.119,147,7.2,0,0,108,Released,False,/VhuwqCNPHLhWMGAlfez5AXQUQ1.jpg,"Drama, Horror, Mystery, Thriller",,,2005
25623,ハウス,House,ja,"Hoping to find a sense of connection to her late mother, Gorgeous takes a trip to the country to visit her aunt at their ancestral house. She invites her six friends, Prof, Melody, Mac, Fantasy, Kung Fu, and Sweet, to join her. The girls soon discover that there is more to the old house than meets the eye.","In the heart of a violet forest, an old house awaits young girls.",1977-08-26,/tXlEgAJkGQuE9Vm6ppYERUBmdDM.jpg,11.114,447,7.4,0,0,88,Released,False,/ylHdeFztJTQorRtePsLyNt69msB.jpg,"Comedy, Fantasy, Horror",,,1977
920081,Megaboa,Megaboa,en,"On a trip to Colombia, a group of college students encounter a fifty-foot boa constrictor, hungry for blood.","50 feet, ready to eat.",2021-11-26,/sAnAMv3eyQiGI1z2k8NsvH0Y6r5.jpg,11.111,366,6.5,0,0,100,Released,False,/gvNmnvu13TPAewP54hvCyuHwNwR.jpg,"Action, Horror",,,2021
55888,Ed Gein,Ed Gein,en,"The true story of Edward Gein, the farmer whose horrific crimes inspired Psycho, The Texas Chainsaw Massacre and The Silence of the Lambs. This is the first film to Gein's tormented upbringing, his adored but domineering mother, and the 1957 arrest uncovered the most bizarre series of murders America has ever seen","Before DAHMER, Before GACY, There was ED.",2000-11-17,/kmgR0RmsFei4Ev3a6GiRojuZwHx.jpg,11.099,85,5.5,0,5708,89,Released,False,,"Crime, Drama, Horror, Thriller",,,2000
407620,Planet of the Sharks,Planet of the Sharks,en,"In the near future, glacial melting has covered 98% of earth's landmass. Sharks have flourished and now dominate the planet, operating as one massive school led by a mutated alpha shark.",WHEN THE WORLD FLOODS WITH WATER ONE SPECIES RISES TO THE TOP,2016-07-27,/54hwLfOJONjqOFxGlEixpOHeEnx.jpg,11.088,57,3.8,5,6,85,Released,False,/d3fAR9lW5Jc4FBNhAGKvDWpiBlY.jpg,"Action, Horror, Science Fiction",632619.0,The Sharks Collection,2016
602508,암전,Warning: Do Not Play,ko,"A struggling director makes a desperate bid to dig into the urban legend about a film shot by a ghost, at the risk of her own life.",Watch at your own risk,2019-08-15,/1UPRKPq9zcBiK88NLpavMwPuVY2.jpg,11.072,40,5.9,0,0,85,Released,False,/gSRPK8Xtwj9by1EnI7qMi0SrX1y.jpg,"Horror, Mystery",,,2019
24099,Dreamscape,Dreamscape,en,"A government funded project looks into using psychics to enter people's dreams, with some mechanical help. When a subject dies in their sleep from a heart attack, Alex Gardner becomes suspicious that another of the psychics is killing people in the dreams somehow and that is causing them to die in real life. He must find a way to stop the abuse of the power to enter dreams.",Close your eyes and the adventure begins.,1984-08-15,/yTx46x6Aa2uNW8fRSyOnro7PISf.jpg,11.068,212,6.1,0,12145169,99,Released,False,/tc3ti6qRHDRKLwXBoVltRIkYIbL.jpg,"Adventure, Horror, Science Fiction",,,1984
961427,Spirit Halloween: The Movie,Spirit Halloween: The Movie,en,A group of middle schoolers discover a Spirit Halloween store is haunted and must survive the night.,One Spirit. One Store. One Night.,2022-09-30,/akWDID6zfsWHJhGCAAcbwbytU55.jpg,11.062,0,0.0,0,0,87,Released,False,/9OBBg24zN26R3xdroLNVK5EY68n.jpg,"Adventure, Family, Fantasy, Horror",,,2022
10075,Blood and Chocolate,Blood and Chocolate,en,A young teenage werewolf is torn between honoring her family's secret and her love for a man.,The hunt never tasted so sweet.,2007-01-26,/5fjyqkMly7L00CsWqoKtFtdeKyW.jpg,11.056,249,5.5,15000000,6340723,98,Released,False,/wHzR9AzN9ePToQbCsz0ZZPpzWZp.jpg,"Drama, Fantasy, Horror, Romance",,,2007
25438,Trick or Treat,Trick or Treat,en,"Eddie Weinbauer, an metalhead teen who is bullied at school, looks to his heavy metal superstar idol, Sammi Curr, for guidance. When Curr is killed in a hotel fire, Eddie becomes the recipient of the only copy of Curr's unreleased album, which, when played backwards, brings Sammi back to life. As Halloween approaches, Eddie begins to realize that this isn't only rock 'n roll...it's life and death.",What are you afraid of? It's only rock and roll...,1986-10-24,/cXzICSxR6XUH4oN5mAoGZcw4mSC.jpg,11.055,124,6.1,0,6797218,97,Released,False,/ba16Xm2ZurnK3UHQWvYkG5Xcnlk.jpg,Horror,,,1986
463322,The Dark,The Dark,en,"A murderous, flesh-eating undead young girl haunting the remote stretch of woods where she was murdered decades earlier, discovers a kidnapped and abused boy hiding in the trunk of one of her victim’s cars. Her decision to let the boy live throws her aggressively solitary existence into upheaval, and ultimately forces her to re-examine just how much of her humanity her murderer was able to destroy.",Your worst fear is your only hope.,2018-10-12,/uPUJsR3UJ6AUOKxx0d6dOlLHln4.jpg,11.054,153,6.1,0,0,95,Released,False,/3bC3FyK6rmaebYzoT8qX7EoHgah.jpg,"Drama, Fantasy, Horror",,,2018
185460,Willow Creek,Willow Creek,en,A young couple ventures into the woods to capture footage of the elusive Bigfoot.,Existing Soon.,2013-05-02,/8pP4tEeM7R6G4MSyxhFblwCja1P.jpg,11.042,246,5.0,0,0,80,Released,False,/u4QBchp2LtJBc9LJdn210T76pHO.jpg,"Adventure, Horror, Mystery, Thriller",,,2013
311539,A Christmas Horror Story,A Christmas Horror Story,en,"Christmas is supposed to be a time of joy, peace and goodwill. But for some folks in the small town of Bailey Downs, it turns into something much less festive.",You Better Watch Out,2015-07-20,/qdzzFho1wZFvrDFcdg2r3wwMUSJ.jpg,11.042,264,5.8,0,0,99,Released,False,/rXUep5x2an32B0njUihJHy65TDp.jpg,"Fantasy, Horror",,,2015
361159,Navy Seals vs. Zombies,Navy Seals vs. Zombies,en,"A team of highly skilled Navy SEALS find themselves embarking on the battle of their lives when they come face-to-face with the undead. After a deadly outbreak occurs in New Orleans, the SEALS must fight for their lives, and the city, against an army of zombies.",,2015-10-08,/oTvwjUMXjeKxAXY2Cggy5DZweMn.jpg,11.041,143,4.7,1181389,56191,97,Released,False,/oBsL8VjWMscEBIJJXNsB5j1ok2K.jpg,"Action, Horror",,,2015
990493,Ang Babaeng Nawawala sa Sarili,Ang Babaeng Nawawala sa Sarili,tl,"She gets entangled with three men who want her: her suitor, her ex-boyfriend and her boss. But there's another one who wants to control and turn her into a sex monster.",,2022-07-15,/xKJaAYkc1nWyFlFVRUtqyvyDjR1.jpg,11.041,3,4.0,0,0,100,Released,False,/A1sycfc3NJj9ty8hpHAjKrq8BD3.jpg,Horror,,,2022
733156,Sightless,Sightless,en,"After an attack renders her blind, Ellen withdraws from the world to recover. But soon she plunges into paranoia, unable to convince anyone that her assailant has returned to terrorize her by hiding in plain sight.",You can't escape what you can't see.,2020-09-29,/leCkJsZbQDULb0x5EocYs0JEloF.jpg,11.038,302,7.0,0,0,89,Released,False,/cMcn5W38E5FVao1FqIZllO11nSF.jpg,"Horror, Thriller",,,2020
14853,Screamers: The Hunting,Screamers: The Hunting,en,"A group of humans arrive on Sirius 6-B to investigate an SOS signal sent out from the planet, which has been supposedly deserted since the destruction of the man-made weapons known as ""screamers."" Once the squad arrives, they find a group of human survivors eking out an existence in an old military outpost.",The Perfect Weapon Is Now The Ultimate Killing Machine,2009-02-17,/xOOA1BQ3gRjQPXHSKYUlAaAj6oC.jpg,11.025,111,5.0,0,0,94,Released,False,/sKPt10dEeawDE6o2utBGNPdsYYE.jpg,"Action, Horror, Science Fiction",122017.0,Screamers Collection,2009
296065,Last Shift,Last Shift,en,"A rookie cop's world is turned upside down when she comes face to face with Paymon - King Of Hell. Officer Jessica Loren has the last shift at a transitioning police station, assigned to wait for a crew picking up bio-hazard waste from the armoury. But unbeknownst to her, cult leader John Michael Paymon has haunted the department ever since he committed suicide in custody. Jessica is about to find out just how dangerous he still is, all alone on the graveyard shift...",All Hail the King of Hell,2014-10-25,/odgRTKu4zlKEOmoZUfScvvPzOqt.jpg,11.009,435,6.1,0,0,87,Released,False,/inthTqjfmqBjkPJahM0s9J76Q6m.jpg,"Horror, Mystery",,,2014
18442,Decoys,Decoys,en,"Luke and Roger are just another couple of college guys trying to lose their virginity. But when Luke sees something unusual, he begins to suspect that the girls on campus aren't exactly...human.",They can seduce anyone... Prey it isn't you!,2004-02-27,/nieqSpywIW3J25cFC8mEUXF2FTk.jpg,11.004,78,4.8,5000000,0,95,Released,False,/nJ3fpugCXF3AgUUVDUCLfHceuTq.jpg,"Horror, Science Fiction, Thriller",140758.0,Decoys Collection,2004
8617,Prom Night,Prom Night,en,"Donna's senior prom is supposed to be the best night of her life, though a sadistic killer from her past has different plans for her and her friends.",A Night To Die For.,2008-04-10,/pKSeyN02R5khphImEIpAdBjQgEP.jpg,11.002,581,5.0,0,14796236,88,Released,False,/2mL63XNhA2jcbz4owGdOzhJickD.jpg,"Crime, Drama, Horror",,,2008
13489,Lost Boys: The Tribe,Lost Boys: The Tribe,en,"After moving to a new California town, a young woman learns that her new friends are a pack of vampires.",Never grow old. Never die. Never know fear again.,2008-07-29,/9JNiL8IIvDTs1M4eFw8IUKmItKk.jpg,10.989,138,4.7,0,0,94,Released,False,/22ZK0WrGqKyKVseJQm6MYCPM79P.jpg,"Comedy, Crime, Drama, Horror, Thriller",109076.0,Lost Boys Collection,2008
9544,FearDotCom,FearDotCom,en,"When four bodies are discovered among the industrial decay and urban grime of New York City, brash young detective Mike Reilly teams with ambitious Department of Health researcher Terry Huston to uncover the cause behind their violent and inexplicable deaths. The only common factor shared by the victims? Each died exactly 48 hours after logging onto a website called feardotcom.",The last site you'll ever see.,2002-08-09,/phcd5AJvA1S45JMKYoNLhTzFwsE.jpg,10.98,299,3.7,40000000,18902015,101,Released,False,/1mlos1qMlIWCM9FAAafhTdc9Tys.jpg,"Crime, Horror, Thriller",,,2002
359245,Even Lambs Have Teeth,Even Lambs Have Teeth,en,Two young women terrorized by a group of small town psychos seek revenge on their tormentors.,Revenge can be a bitch.,2015-10-03,/rG1Dx8h5CYILB60zBtfPZLpyJYc.jpg,10.978,91,5.7,0,0,78,Released,False,/byg6OtKR2yZO9vS1nVpYHPk6i7r.jpg,"Horror, Thriller",,,2015
40723,Trouble Every Day,Trouble Every Day,fr,"Shane and June Brown are an American couple honeymooning in Paris in an effort to nurture their new life together, a life complicated by Shane’s mysterious and frequent visits to a medical clinic where cutting edge studies of the human libido are undertaken.",The hunger to love.,2001-07-11,/2yQw8UDmGLHq24OM6bmAGZmwG8g.jpg,10.977,126,5.8,0,9200,101,Released,False,/2bWPyLKJV1H6AvlkrB75am55E7D.jpg,"Drama, Horror, Romance",,,2001
14138,Black Water,Black Water,en,A trio of tourists on a fishing trip in the mangrove swamps of Northern Australia are left to fend for themselves when their tour guide is killed by a crocodile.,What you can't see can hurt you.,2007-06-01,/xZDvldtpRosX2pGuzWBPP6HLzhO.jpg,10.975,263,5.9,700000,1271556,90,Released,False,/oqkbIfxOFFncu1aBBEOZung3Pmp.jpg,"Adventure, Drama, Horror",730166.0,Black Water Collection,2007
14510,From Beyond,From Beyond,en,"A group of scientists have developed the Resonator, a machine which allows whoever is within range to see beyond normal perceptible reality. But when the experiment succeeds, they are immediately attacked by terrible life forms.",Humans are such easy prey.,1986-10-24,/yvBRkNA8wiuXupFk0Z7b5NhYW9r.jpg,10.974,408,6.5,4500000,1261000,85,Released,False,/rjc5xPE3Y6JGIFCmVblAmszbcBM.jpg,"Horror, Science Fiction",,,1986
224815,Skinwalker Ranch,Skinwalker Ranch,en,"In  2010 “Skinwalker Ranch” gained media attention after experiencing a wide range of unexplained phenomena. Reports ranged from UFO sightings to livestock mutilation, but maybe most notable was the disappearance of ranch owner Hoyt Miller’s eight-year-old son Cody on November 11, 2010. Close to a year later, Modern Defense Enterprises has sent a team of experts to document and investigate the mysterious occurrences, which only escalate upon their arrival. Tensions rise as the team must decide how far they will go to unlock the mysteries of “Skinwalker Ranch.” The group debates whether the answers are worth risking their lives for, or if they should just call off the investigation and leave the ranch—that is, if leaving is actually an option…",There is a place The Unexplained calls home,2013-10-30,/gqEfe007ZEa8WwWZAXl57zu4o0s.jpg,10.967,101,5.3,0,0,86,Released,False,/x3mF2JRMwaKXZBIdiRHrUq2W5ux.jpg,"Horror, Science Fiction, Thriller",,,2013
14126,Catacombs,Catacombs,en,"A young woman in Paris goes to a party in the enormous labyrinth of limestone tunnels beneath Paris. When she becomes separated from her friends, she is convinced something is chasing her through the dark tunnels.",Below the city of lights exists a world of darkness.,2007-06-01,/j3LWOKFoeKJDn2dHXoJoRWeakRu.jpg,10.962,155,4.5,0,0,92,Released,False,/ny4gMEiBfIj6RpEySSvIKKgkDCl.jpg,"Horror, Thriller",,,2007
12158,Vampire in Brooklyn,Vampire in Brooklyn,en,"Maximillian, the lone survivor of a race of vampires, comes to Brooklyn in search of a way to live past the next full moon. His ticket to survival is Rita, a NYPD detective who doesn't know she's half vampire -- and Maximillian will do whatever's necessary to put her under his spell.",A comic tale of horror and seduction.,1995-10-26,/i8ZD5LsBjwF45MsZ1nCClpvaOcn.jpg,10.96,451,5.0,14000000,19800000,100,Released,False,/puGrHNxFpJWSWwY9OoMjJQXsVYR.jpg,"Comedy, Horror, Romance",,,1995
16167,From Within,From Within,en,"When the citizens of a small evangelical town systematically begin committing suicide, a young girl struggling to reconcile her Christian upbringing with her desire to experience the outside world finds her faith put to the ultimate test.",Death is catching.,2008-04-25,/yyAiGq6SycABwV9m9KqqB2i6Ctl.jpg,10.955,123,5.6,0,66456,89,Released,False,/owoOf2hXNIdIArXFu2QPffU96vb.jpg,"Horror, Mystery, Thriller",,,2008
340670,箱の中の女　処女いけにえ,Woman in a Box: Virgin Sacrifice,ja,"1985 Roman Porno released under the ""Roman X"" imprint. A young virgin is captured by an abnormal couple. The girl is kept locked in a wooden box, and subjected to sexual torture and abuse. Loosely inspired by the real-life case of Colleen Stan.",,1985-09-07,/gMbrocSN2LSovnHjfQRdV7GAwtB.jpg,10.953,4,4.5,0,0,82,Released,False,/nYX5XTOnxtuMauYY8TfBOTBImG4.jpg,"Crime, Horror, Thriller",,,1985
11503,The Serpent and the Rainbow,The Serpent and the Rainbow,en,"A Harvard anthropologist is sent to Haiti to retrieve a strange powder that is said to have the power to bring human beings back from the dead. In his quest to find the miracle drug, the cynical scientist enters the rarely seen netherworld of walking zombies, blood rites and ancient curses. Based on the true life experiences of Wade Davis and filmed on location in Haiti, it's a frightening excursion into black magic and the supernatural.",Don't bury me... I'm not dead!,1988-02-05,/f0n0CDxtrBcIow6yzoORVVhRxYT.jpg,10.952,374,6.4,7000000,19595031,98,Released,False,/z0ALFPZjhaAQjXThyMO9b3dIrz4.jpg,"Horror, Thriller",,,1988
931,Don't Look Now,Don't Look Now,en,"Laura and John, grieved by a terrible loss, meet in Venice, where John is in charge of the restoration of a church, two mysterious sisters, one of whom gives them a message sent from the afterlife.",Pass the warning.,1973-12-03,/vIftm9VI0xhiIFEq7dV4YfpTvBb.jpg,10.95,784,7.0,1500000,0,110,Released,False,/ncR3qobdIDYEAI1DqKmJQbHE8YA.jpg,"Drama, Horror, Thriller",,,1973
858064,Night of the Animated Dead,Night of the Animated Dead,en,"An animated retelling of ‘Night of the Living Dead’, in which a group of people in a rural farmhouse struggle to survive the threat of bloodthirsty zombies.","The fear, the terror, the panic will eat you alive.",2021-09-21,/mluarGbxZjgvhe5bteR7P24HHAw.jpg,10.949,89,6.4,0,0,70,Released,False,/aJBpwcfIdurKgiCTYYiqtXkRwUR.jpg,"Animation, Horror",,,2021
419639,The Thinning,The Thinning,en,"In a post-apocalyptic future where population control is dictated by a high-school aptitude test, two students discover the test is smoke and mirrors hiding a larger conspiracy.",Only the smartest will survive,2016-10-12,/1vgtCoBbBzeoW78g8fHT4EekoM2.jpg,10.937,314,6.9,100000,0,90,Released,False,/g5sFMDG2i9IWa0eEvE1kE3vt731.jpg,"Drama, Horror, Thriller",554930.0,The Thinning Collection,2016
760875,The Devil Below,The Devil Below,en,"A group of four amateur adventurers who specialize in exploring remote and forsaken places pay a visit to Shookum Hills, a town in the remote Appalachian Mountains which was abandoned decades ago due to a mysterious coal mine fire.",,2021-03-05,/bKpkB86oJ2IyIlpGLTF66zBPSDp.jpg,10.934,67,5.1,0,0,89,Released,False,/nehpjVk7DSh0pw4L4U623Zg1mRs.jpg,"Horror, Thriller",,,2021
245627,Abattoir,Abattoir,en,A reporter unearths an urban legend about a home being constructed from rooms where horrific tragedies have occurred.,He's been expecting you,2016-11-24,/sJn5ZJ0hmp2paNAQP1HS8wym1ut.jpg,10.931,117,4.3,0,0,98,Released,False,/8A0neY66bXf2jrWAqL0oIRwql3X.jpg,"Horror, Thriller",,,2016
10692,Henry: Portrait of a Serial Killer,Henry: Portrait of a Serial Killer,en,"Henry likes to kill people, in different ways each time. Henry shares an apartment with Otis. When Otis' sister comes to stay, we see both sides of Henry: ""the guy next door"" and the serial killer.",He's not Freddy. He's not Jason. He's real.,1986-04-10,/3avziywvIkPZR7sGerncZNRXKcm.jpg,10.926,527,6.8,111000,0,83,Released,False,/6J8K5uTcaFwPvG0r87s15f1il3E.jpg,"Crime, Horror, Thriller",143755.0,Henry: Portrait of a Serial Killer Collection,1986
561166,素女經之挑情寶鑑,The Story of Lady Sue,cn,"Young master Ying Feng is kicked out of home by his father, a master of mystical magic cures, because the ""leader of black religion"" is out to kill his entire family. Honest and stout-hearted, Ying Feng punches three guys who want to screw pretty dancer Miss Fan. Fan gets sweet on Feng and he agrees to let her stay with him. The Fairy comes to town, touting his magic powers to cure the sick for anyone who'll pay his exorbitant fee. Ying Feng has some of the same talent, and cures a sick woman with no money and for no payment, thereby shaming The Fairy into both taking him on as a disciple and agreeing to charge less. Li Quan, the ""leader of black religion"", has not given up trying to find Ying Feng, but his search is greatly slowed down by his assistants being far more interested in screwing each other silly than revenge. Note - Both of the lead characters are actually called ""Fung"" in Cantonese, so I have used the Mandarin forms of their names, to distinguish them.",,1992-01-30,/161GE8M5881Oycm3eIz0Zz2AwBZ.jpg,10.923,0,0.0,0,0,87,Released,False,/hFk47hmEc3ULovghN8yBITB6JVn.jpg,Horror,,,1992
927409,El extraño mundo de Gumball,The strange world of Gumball,es,The Amazing World of Gumball lost chapter.,(Archive nº6811),2021-07-05,/uEqYimFhzy9w9ZN7aBkJqR29NZW.jpg,10.919,1,2.0,0,0,1,Released,False,,"Animation, Horror",,,2021
8968,Boogeyman,Boogeyman,en,"Every culture has one – the horrible monster fueling young children's nightmares. But for Tim, the Boogeyman still lives in his memories as a creature that devoured his father 16 years earlier. Is the Boogeyman real? Or did Tim make him up to explain why his father abandoned his family?",You thought it was just a story.,2005-02-04,/5KffN0UcuAKJdUAcOvZ21OrqXc8.jpg,10.898,624,4.9,20000000,67192859,89,Released,False,/sJEcInnWer58nvYEbZmrx5eAQ7R.jpg,"Drama, Horror, Mystery, Thriller",96937.0,Boogeyman Collection,2005
671725,Chompy & The Girls,Chompy & The Girls,en,A troubled woman meets her father for the first time and their encounter goes from awkward to alarming when they witness a man swallow a little girl whole.,Don't bite off more than you can chew!,2021-09-14,/mEqsGycEVv6kfsIgH8dyQbnCcaw.jpg,10.886,7,5.4,0,0,89,Released,False,/uB9AHNqK76BGXXHdWkD1Ozc8zO6.jpg,"Comedy, Horror",,,2021
13312,À l'intérieur,Inside,fr,"Four months after the death of her husband, a woman on the brink of motherhood is tormented in her home by a strange woman who wants her unborn baby.",Terror comes calling.,2007-06-13,/f9moV5ksoyOjWQvYc13vQZR4hPv.jpg,10.874,622,6.7,3000000,0,79,Released,False,/e6lU8ixv9xyUKMbqxqOaPIRmSP5.jpg,Horror,,,2007
355193,Devil's Gate,Devil's Gate,en,"Set in the small town of Devil's Gate, North Dakota, the film examines the disappearance of a local woman and her young son. Schull plays an FBI agent who helps the local sheriff search for answers. Partnering with a deputy , they track down the missing woman's husband and find that nothing is as it seems.",Every family has its secrets.,2017-04-24,/qlguwriLf7PkG6jAzpnClkZKmHi.jpg,10.873,197,5.0,0,0,94,Released,False,/cdDwJcE2fH9wEiuswJ0GkPR6hIG.jpg,"Horror, Science Fiction, Thriller",,,2017
530076,Corporate Animals,Corporate Animals,en,"Disaster strikes when the egotistical CEO of an edible cutlery company leads her long-suffering staff on a corporate team-building trip in New Mexico. Trapped underground, this mismatched and disgruntled group must pull together to survive.",,2019-09-20,/ajnBS9iakB3R5RIWedq6BHvmxFq.jpg,10.873,93,4.8,0,0,86,Released,False,/wXi3KtVDiTCXXtf0odDCRDW6pOf.jpg,"Comedy, Horror",,,2019
63188,Soulkeeper,Soulkeeper,en,"Two thieves (Rodney Rowland, Kevin Patrick Walls) compete with a madman in their search for an ancient relic which can create an army of evil souls.",,2001-01-01,/etmSPcaa7cCcc9djD2q9rHqe38W.jpg,10.854,20,5.5,0,0,105,Released,False,,"Action, Comedy, Fantasy, Horror, Science Fiction",,,2001
5857,I Know Who Killed Me,I Know Who Killed Me,en,"An idyllic small town is rocked when Aubrey Fleming, a bright and promising young woman, is abducted and tortured by a sadistic serial killer. When she manages to escape, the traumatized girl who regains consciousness in the hospital insists that she is not who they think she is and that the real Aubrey Fleming is still in mortal danger.",There are two sides to every crime.,2007-07-27,/7hz8jYHGNsNsnF0FPngxQEEVyR6.jpg,10.847,311,4.5,12000000,9620399,105,Released,False,/myjGgD50n9QMGlUYMhXWfhdYxI7.jpg,"Horror, Thriller",,,2007
28325,Emanuelle - Perché violenza alle donne?,Emanuelle Around the World,it,Famous undercover journalist Emanuelle teams with her friend Cora Norman to uncover a white slave ring.,Emanuelle's back to take you places you've never been before!,1977-09-16,/v5aRSDn97l8Y2CVIuZLg0zs2hfo.jpg,10.818,37,5.6,0,0,102,Released,False,/8c5CoSJlMjURb7iYr3K3ztp9EXV.jpg,"Adventure, Drama, Horror",227140.0,Black Emanuelle Collection,1977
407559,I Am the Pretty Thing That Lives in the House,I Am the Pretty Thing That Lives in the House,en,A young nurse takes care of elderly author who lives in a haunted house.,,2016-09-10,/lq8ktDO2uqJFgV0jRlMQlPSmNm8.jpg,10.816,496,4.4,0,0,89,Released,False,/vTfQfWUaj4QUJFvtCUHShIxrIuW.jpg,"Horror, Thriller",,,2016
16335,Walled In,Walled In,en,"Having finally secured her first assignment from her family's demolition business, Sam Walczak (Mischa Barton) is sent to supervise the destruction of an apartment house, only to discover a group of tenants still living in the condemned building. One such tenant, Jimmy (Cameron Bright), tells Sam an urban legend about a serial murderer who used to live in the building and entomb his victims in the walls. What's worse, the dead are believed to still harass the residents to this day.",Some secrets are best left buried.,2009-02-20,/Fx6BRXPaO6ZJriVCs08sbpF06D.jpg,10.804,160,4.8,10000000,0,92,Released,False,/qT67QJHJHP2mZHUdP25gnTnbIwY.jpg,"Horror, Thriller",,,2009
10722,El día de la bestia,The Day of the Beast,es,"The story revolves around a Basque Roman Catholic priest dedicated to committing as many sins as possible (Angulo), a death metal salesman from Carabanchel (Segura), and the Italian host of a TV show on the occult (De Razza). These go on a literal ""trip"" through Christmas-time Madrid to hunt for and prevent the reincarnation of the Antichrist.",A devilishly dark comedy,1995-10-20,/yEXhgACPIV4PmTgHT2HS3Ko2oS3.jpg,10.801,404,7.3,0,4367497,103,Released,False,/7WBNrwjHrt3YTIbn5vWAJLf9yKD.jpg,"Action, Comedy, Crime, Fantasy, Horror",,,1995
39158,Kaw,Kaw,en,"On the last working day of Sheriff Wayne, his small town is attacked by blood thirsty ravens that eat human flesh. Meanwhile his wife Cynthia visits a farm where a Mennonite family lives to say farewell to her friend Gretchen and discloses a dark secret about the origin of the fierce ravens.",Objects in the mirror may be closer and more terrifying than they appear.,2007-04-07,/AlG0DTKf12ooGmO5WCocaFAl9jd.jpg,10.8,60,4.4,0,0,93,Released,False,/eKneRHZHiiEIZe9RYyv4TWi2t8r.jpg,Horror,,,2007
811076,Barbarians,Barbarians,en,"A civilized dinner party in a country house sees four friends, Lucas, Adam, Chloe, and Eve, coming together for a birthday celebration. As the night progresses secrets and lies force themselves into the light and polite pretensions are dropped.  A knock at the door reveals three masked intruders with an agenda of their own.  Will their friendship stand the test? Can they survive the night or will their secrets eventually catch up with them?",The guests have arrived.,2021-09-23,/c6Fvq7YWgdYx5rUfwieZMJet3cv.jpg,10.795,20,5.7,0,0,90,Released,False,/bKVz9F6SVF4SQ7IvJLpFvrFrdCr.jpg,"Horror, Thriller",,,2021
411144,We Have Always Lived in the Castle,We Have Always Lived in the Castle,en,"In Shirleyville, Vermont, during the sixties, sisters Merricat and Constance, along with their ailing uncle Julian, confined to a wheelchair, live isolated in a big mansion located on the hill overlooking the town, tormented by the memories of a family tragedy occurred six years ago. The arrival of cousin Charles will threaten the fragile equilibrium of their minds, haunted by madness, fear and superstition.",,2019-05-17,/2xg0n31TXPULoNuSeRNWPEHIcjF.jpg,10.79,236,5.4,0,0,96,Released,False,/fFI2MuuA2gRRFuYVKMdVWojPmHW.jpg,"Horror, Mystery, Thriller",,,2019
461955,Rakka,Rakka,en,"A story of broken humanity following the invasion of a technologically superior alien species. Bleak, harrowing, and unrelenting, the humans must find enough courage to go on fighting.",,2017-06-14,/4wVeP9BHsQul7CRgdrfiUt1Rds1.jpg,10.785,246,7.1,0,0,22,Released,False,/fGQr2maSQIjLw4RET6XzOKKO9bo.jpg,"Action, Horror, Science Fiction",,,2017
