LEAID,LEA_NAME,ST,d_Locale_Txt,SCHOOL_YEAR,AIAN,Asian,Black,Hispanic,White,Multi,Total,diverse,variance,int_group
402430,creighton elementary district,AZ,city-large,2016-2017,2.20933876527734,1.20651833281103,4.49702287684112,84.0332184268255,6.80037605766217,1.25352554058289,6382,Undiverse,,
402460,crown king elementary district,AZ,rural-distant,1994-1995,0.0,0.0,0.0,0.0,100.0,,14,Extremely undiverse,,
402460,crown king elementary district,AZ,rural-distant,2016-2017,0.0,0.0,0.0,0.0,100.0,0.0,6,Extremely undiverse,,
402480,dan hinton school,AZ,,1994-1995,24.0,0.0,0.0,24.0,52.0,,50,Diverse,,
402490,double adobe elementary district,AZ,rural-remote,1994-1995,0.0,0.0,1.25,21.25,77.5,,80,Undiverse,,
402490,double adobe elementary district,AZ,rural-remote,2016-2017,2.22222222222222,6.66666666666667,0.0,17.7777777777778,73.3333333333333,0.0,45,Diverse,,
402530,douglas unified district,AZ,town-remote,1994-1995,0.0421318727617443,0.505582473140931,0.231725300189593,92.0792079207921,7.14135243311565,,4747,Extremely undiverse,,
402530,douglas unified district,AZ,town-remote,2016-2017,0.163755458515284,0.13646288209607,0.13646288209607,97.6255458515284,1.77401746724891,0.163755458515284,3664,Extremely undiverse,,
402600,duncan unified district,AZ,rural-remote,1994-1995,0.15220700152207,0.0,0.30441400304414,18.1126331811263,81.4307458143075,,657,Undiverse,,
402600,duncan unified district,AZ,rural-remote,2016-2017,1.05540897097625,0.263852242744063,0.527704485488127,19.5250659630607,78.3641160949868,0.263852242744063,379,Undiverse,,
402690,dysart unified district,AZ,suburban-large,1994-1995,0.304520965097212,1.35863199812602,5.01288357929257,67.4162567345983,25.9077067228859,,4269,Diverse,0.292634854312654,Not integrated
402690,dysart unified district,AZ,suburban-large,2016-2017,0.864062309845442,2.33661920408908,7.37901099346882,37.8767595635066,46.9271023487891,4.616445580301,24651,Diverse,0.112799839513342,Somewhat integrated
402710,eagle elementary district,AZ,,1994-1995,0.0,0.0,0.0,0.0,100.0,,6,Extremely undiverse,,
402740,mary c o'brien accommodation district,AZ,rural-distant,1994-1995,5.0,0.0,13.3333333333333,48.3333333333333,33.3333333333333,,60,Diverse,,
402740,mary c o'brien accommodation district,AZ,rural-distant,2016-2017,2.47524752475248,0.99009900990099,1.98019801980198,69.8019801980198,23.7623762376238,0.99009900990099,202,Diverse,,
402760,elfrida elementary district,AZ,rural-remote,1994-1995,0.43859649122807,0.0,0.43859649122807,44.7368421052632,54.3859649122807,,228,Diverse,,
402760,elfrida elementary district,AZ,rural-remote,2016-2017,2.63157894736842,1.75438596491228,0.0,42.1052631578947,53.5087719298246,0.0,114,Diverse,,
402790,eloy elementary district,AZ,rural-fringe,1994-1995,3.36749633967789,0.292825768667643,8.27232796486091,78.7701317715959,9.29721815519766,,1366,Undiverse,,
402790,eloy elementary district,AZ,rural-fringe,2016-2017,4.94252873563218,0.114942528735632,8.16091954022989,79.5402298850575,6.09195402298851,1.14942528735632,870,Undiverse,,
402860,flagstaff unified district,AZ,city-small,1994-1995,19.4988573294156,1.15083251714006,2.23636957231472,14.2344107084558,62.8795298726738,,12252,Diverse,0.0600521673858718,Highly integrated
402860,flagstaff unified district,AZ,city-small,2016-2017,24.4069201284575,1.09810421630581,0.745882109188853,27.5458406712939,43.085051279395,3.11820159535896,9653,Diverse,0.0602484872957234,Highly integrated
402920,florence unified school district,AZ,rural-fringe,1994-1995,4.79094076655052,0.609756097560976,5.74912891986063,38.1533101045296,50.6968641114983,,1148,Diverse,,
402920,florence unified school district,AZ,rural-fringe,2016-2017,2.06682373099165,2.06682373099165,8.44934675519383,36.3782394517027,48.7791818376526,2.25958449346755,9338,Diverse,0.0111807461207308,Highly integrated
403010,flowing wells unified district,AZ,suburban-large,1994-1995,1.64041994750656,1.06627296587927,2.28018372703412,22.998687664042,72.0144356955381,,6096,Diverse,0.0059440537631686,Highly integrated
403010,flowing wells unified district,AZ,suburban-large,2016-2017,1.45735876214466,1.54731917956099,2.30298668585822,51.007556675063,42.5152932709608,1.16948542641238,5558,Diverse,0.206179395414671,Somewhat integrated
403040,fountain hills unified district,AZ,suburban-large,1994-1995,8.66254164683484,0.904331270823417,0.475963826749167,2.855782960495,87.1013802950976,,2101,Undiverse,,
403040,fountain hills unified district,AZ,suburban-large,2016-2017,12.8772635814889,1.6767270288397,1.27431254191818,10.5298457411133,69.215291750503,4.42655935613682,1491,Diverse,,
403060,fowler elementary district,AZ,city-large,1994-1995,1.1340206185567,0.103092783505155,7.21649484536082,54.9484536082474,36.5979381443299,,970,Diverse,,
403060,fowler elementary district,AZ,city-large,2016-2017,1.30286202477574,1.06791969243913,8.3297736010252,80.7347287483981,7.00555318240068,1.55916275096113,4682,Undiverse,,
403080,fredonia-moccasin unified district,AZ,rural-distant,1994-1995,15.450643776824,0.214592274678112,0.429184549356223,0.643776824034335,83.2618025751073,,466,Undiverse,,
403080,fredonia-moccasin unified district,AZ,rural-distant,2016-2017,15.668202764977,0.0,0.0,3.2258064516129,76.9585253456221,4.14746543778802,217,Undiverse,,
403150,fort huachuca accommodation district,AZ,city-small,1994-1995,0.541516245487365,4.9338146811071,30.5054151624549,11.9735258724428,52.0457280385078,,1662,Diverse,,
403150,fort huachuca accommodation district,AZ,city-small,2016-2017,0.986842105263158,4.3859649122807,13.4868421052632,23.3552631578947,52.9605263157895,4.82456140350877,912,Diverse,,
403200,fort thomas unified district,AZ,rural-remote,1994-1995,86.5996649916248,0.0,0.0,0.50251256281407,12.8978224455611,,597,Undiverse,,
403200,fort thomas unified district,AZ,rural-remote,2016-2017,91.2396694214876,0.0,0.165289256198347,1.15702479338843,7.43801652892562,0.0,605,Extremely undiverse,,
403240,gadsden elementary district,AZ,town-distant,1994-1995,0.0,0.0,0.0,100.0,0.0,,1521,Extremely undiverse,,
403240,gadsden elementary district,AZ,town-distant,2016-2017,0.0,0.0566893424036281,0.018896447467876,99.8110355253212,0.0944822373393802,0.018896447467876,5292,Extremely undiverse,,
403290,ganado unified school district,AZ,rural-remote,1994-1995,98.1999052581715,0.0,0.0,0.236854571293226,1.56324017053529,,2111,Extremely undiverse,,
403290,ganado unified school district,AZ,rural-remote,2016-2017,96.0374639769452,0.216138328530259,0.0,1.15273775216138,0.216138328530259,2.37752161383285,1388,Extremely undiverse,,
403310,gila bend unified district,AZ,rural-remote,1994-1995,27.491961414791,0.482315112540193,1.12540192926045,43.8906752411576,27.0096463022508,,622,Diverse,,
403310,gila bend unified district,AZ,rural-remote,2016-2017,35.6265356265356,0.0,0.245700245700246,57.002457002457,7.12530712530713,0.0,407,Diverse,,
403400,gilbert unified district,AZ,suburban-large,1994-1995,0.542124542124542,1.6996336996337,1.58241758241758,9.90476190476191,86.2710622710623,,13650,Undiverse,,
403400,gilbert unified district,AZ,suburban-large,2016-2017,1.00931677018634,4.23567977915804,3.33563377041638,21.9893029675638,65.9535311709225,3.47653554175293,34776,Diverse,0.0349143840303125,Highly integrated
403420,glendale elementary district,AZ,suburban-large,1994-1995,1.56595061232684,1.34511142340895,7.4382654085525,40.1124272234491,49.5382453322626,,9962,Diverse,0.0588406725528125,Highly integrated
403420,glendale elementary district,AZ,suburban-large,2016-2017,1.71387190215642,2.67943353717412,9.71194077888638,71.7412294818153,11.9327325394271,2.22079176054071,12428,Diverse,0.062235786773618,Highly integrated
403450,glendale union high school district,AZ,city-large,1994-1995,1.49541355122177,3.25290988977106,4.14707469359439,18.076004008325,73.0285978570878,,12973,Diverse,0.0609446379407344,Highly integrated
403450,glendale union high school district,AZ,city-large,2016-2017,2.44501940491591,3.59637774902975,8.61578266494178,56.254851228978,27.6326002587322,1.45536869340233,15460,Diverse,0.119537037123571,Somewhat integrated
403500,globe unified district,AZ,town-remote,1994-1995,11.3614573346117,0.479386385426654,0.719079578139981,27.7085330776606,59.7315436241611,,2086,Diverse,,
403500,globe unified district,AZ,town-remote,2016-2017,27.5648949320148,1.11248454882571,0.123609394313968,32.8182941903585,36.1557478368356,2.22496909765142,1618,Diverse,,
403550,grand canyon unified district,AZ,rural-remote,1994-1995,23.4096692111959,2.54452926208651,1.27226463104326,15.5216284987277,57.2519083969466,,393,Diverse,,
403550,grand canyon unified district,AZ,rural-remote,2016-2017,22.4561403508772,1.05263157894737,1.05263157894737,40.7017543859649,30.1754385964912,4.56140350877193,285,Diverse,,
403580,greenlee county accom district,AZ,,1994-1995,0.0,0.0,0.0,50.0,50.0,,4,Diverse,,
403660,hackberry school district,AZ,rural-remote,1994-1995,0.0,0.0,4.25531914893617,4.25531914893617,91.4893617021277,,47,Extremely undiverse,,
403660,hackberry school district,AZ,rural-remote,2016-2017,0.0,0.0,0.0,19.5121951219512,78.0487804878049,2.4390243902439,41,Undiverse,,
403730,hayden-winkelman unified district,AZ,rural-remote,1994-1995,0.55045871559633,0.0,1.10091743119266,82.5688073394495,15.7798165137615,,545,Undiverse,,
403730,hayden-winkelman unified district,AZ,rural-remote,2016-2017,0.746268656716418,0.0,0.373134328358209,87.6865671641791,11.1940298507463,0.0,268,Undiverse,,
403780,higley unified school district,AZ,suburban-large,1994-1995,5.14285714285714,0.0,0.0,51.4285714285714,43.4285714285714,,175,Diverse,,
403780,higley unified school district,AZ,suburban-large,2016-2017,0.735719599900802,4.40605108704638,4.30685293874514,19.9718938579813,65.9254360585269,4.65404645779945,12097,Diverse,0.0055070506795006,Highly integrated
403820,holbrook unified district,AZ,town-remote,1994-1995,49.4165398274987,0.76103500761035,1.92795535261289,11.7706747843734,36.1237950279046,,1971,Diverse,,
403820,holbrook unified district,AZ,town-remote,2016-2017,62.0520373097693,0.490918016691213,0.687285223367698,14.3348060873834,18.3112420225822,4.12371134020619,2037,Diverse,,
403860,maricopa county regional district,AZ,city-large,1994-1995,19.7560975609756,0.16260162601626,10.0,20.4065040650407,49.6747967479675,,1230,Diverse,0.133794593286124,Somewhat integrated
403860,maricopa county regional district,AZ,city-large,2016-2017,0.0,0.0,0.282485875706215,99.7175141242938,0.0,0.0,354,Extremely undiverse,,
403870,humboldt unified district,AZ,suburban-small,1994-1995,0.69185737094199,0.585417775412453,0.824906865353912,10.5109100585418,87.3869079297499,,3758,Undiverse,,
403870,humboldt unified district,AZ,suburban-small,2016-2017,1.4230498945889,0.966268446943078,0.878425860857344,32.5017568517217,60.6816584680253,3.54884047786367,5692,Diverse,0.0272986132652971,Highly integrated
403900,hyder elementary district,AZ,rural-remote,1994-1995,1.72413793103448,0.0,0.0,85.0574712643678,13.2183908045977,,174,Undiverse,,
403900,hyder elementary district,AZ,rural-remote,2016-2017,0.0,0.0,0.0,78.8235294117647,20.0,1.17647058823529,85,Undiverse,,
403950,baboquivari unified school district #40,AZ,rural-remote,1994-1995,99.9178307313065,0.0,0.0,0.0,0.0821692686935086,,1217,Extremely undiverse,,
403950,baboquivari unified school district #40,AZ,rural-remote,2016-2017,94.8467966573816,0.557103064066852,0.139275766016713,2.92479108635097,0.0,1.53203342618384,718,Extremely undiverse,,
403960,isaac elementary district,AZ,city-large,1994-1995,2.22442618305469,1.19013884953245,6.88580334372343,78.1807877585718,11.5188438651176,,7058,Undiverse,,
403960,isaac elementary district,AZ,city-large,2016-2017,0.603483747085448,0.205733095597312,4.08723083253326,93.0050747496914,1.78302016184337,0.315457413249211,7291,Extremely undiverse,,
403990,j o combs unified school district,AZ,suburban-large,1994-1995,0.429184549356223,0.0,1.28755364806867,36.9098712446352,61.3733905579399,,233,Diverse,,
403990,j o combs unified school district,AZ,suburban-large,2016-2017,1.47544593701828,1.71768332966307,3.5674961462233,31.9092710856639,58.0268663290024,3.30323717242898,4541,Diverse,0.00265500064963,Highly integrated
404010,joseph city unified district,AZ,rural-distant,1994-1995,18.3760683760684,0.213675213675214,0.641025641025641,4.91452991452991,75.8547008547009,,468,Undiverse,,
404010,joseph city unified district,AZ,rural-distant,2016-2017,17.1284634760705,0.503778337531486,0.0,11.8387909319899,63.4760705289673,7.05289672544081,397,Diverse,,
404060,kayenta unified school district # 27,AZ,town-remote,1994-1995,97.8173881411422,0.0,0.0,0.145507457257184,2.03710440160058,,2749,Extremely undiverse,,
404060,kayenta unified school district # 27,AZ,town-remote,2016-2017,97.6373301831069,0.177200236266982,0.0,0.472533963378618,0.6497341996456,1.06320141760189,1693,Extremely undiverse,,
404140,kingman elementary district,AZ,,1994-1995,1.43145161290323,1.27016129032258,0.483870967741935,6.83467741935484,89.9798387096774,,4960,Undiverse,,
404170,kirkland elementary district,AZ,rural-distant,1994-1995,0.0,0.0,0.0,0.0,100.0,,55,Extremely undiverse,,
404170,kirkland elementary district,AZ,rural-distant,2016-2017,1.31578947368421,0.0,0.0,35.5263157894737,63.1578947368421,0.0,76,Diverse,,
404230,kyrene elementary district,AZ,city-large,1994-1995,1.14209641255605,4.00084080717489,3.1179932735426,10.0686659192825,81.670403587444,,14272,Undiverse,,
404230,kyrene elementary district,AZ,city-large,2016-2017,3.64089472404571,6.15730610260151,10.3756382202772,27.9844395818138,45.3683442742524,6.47337709700948,16452,Diverse,0.0698125755879236,Highly integrated
404280,lake havasu unified district,AZ,city-small,1994-1995,1.0590015128593,0.926626323751891,0.37821482602118,8.35854765506808,89.2776096822995,,5288,Undiverse,,
404280,lake havasu unified district,AZ,city-small,2016-2017,1.3172338090011,1.82949140139041,1.24405415294548,23.7833882180754,71.185510428101,0.640321990486645,5466,Diverse,0.0339431023552394,Highly integrated
404290,laveen elementary district,AZ,city-large,1994-1995,19.5916114790287,0.165562913907285,1.71081677704194,52.0971302428256,26.4348785871965,,1812,Diverse,,
404290,laveen elementary district,AZ,city-large,2016-2017,2.52960959204562,3.43617487936833,22.13773943559,57.8300921187308,10.6155870741336,3.4507969001316,6839,Diverse,0.0396979444248438,Highly integrated
404320,liberty elementary district,AZ,rural-fringe,1994-1995,0.945179584120983,0.0,3.11909262759924,24.6691871455577,71.2665406427221,,1058,Diverse,,
404320,liberty elementary district,AZ,rural-fringe,2016-2017,0.940899735371949,1.55836518670979,3.44016465745369,48.7503675389591,42.6051161423111,2.70508673919435,3401,Diverse,0.119379462373851,Somewhat integrated
404380,litchfield elementary district,AZ,suburban-midsize,1994-1995,0.119760479041916,3.11377245508982,3.53293413173653,17.7245508982036,75.5089820359281,,1670,Undiverse,,
404380,litchfield elementary district,AZ,suburban-midsize,2016-2017,0.764431947983481,4.16483613039276,7.36314910816273,39.0475353659608,44.3194798348124,4.34056761268781,11381,Diverse,0.0396219674529155,Highly integrated
404410,littlefield unified district,AZ,rural-distant,1994-1995,0.645161290322581,0.0,0.0,23.8709677419355,75.4838709677419,,155,Undiverse,,
404410,littlefield unified district,AZ,rural-distant,2016-2017,1.90217391304348,0.271739130434783,0.0,59.7826086956522,37.2282608695652,0.815217391304348,368,Diverse,,
404440,littleton elementary district,AZ,suburban-midsize,1994-1995,0.150829562594268,0.150829562594268,0.52790346907994,79.2609351432881,19.9095022624434,,1326,Undiverse,,
404440,littleton elementary district,AZ,suburban-midsize,2016-2017,1.40046091118596,2.00319092359511,10.2641375642617,73.9762453465698,9.67913490515866,2.67683034922886,5641,Diverse,0.0154843751511451,Highly integrated
404500,madison elementary district,AZ,city-large,1994-1995,5.07695841948082,2.9175281415116,4.3877785435332,14.8173673328739,72.8003675626005,,4353,Diverse,0.0735191576533296,Highly integrated
404500,madison elementary district,AZ,city-large,2016-2017,4.08928267166468,1.94240926904072,6.09984665189981,38.1495995910717,45.7147725336514,4.00408928267167,5869,Diverse,0.0963254279452049,Somewhat integrated
404530,maine consolidated school district,AZ,rural-distant,1994-1995,1.11111111111111,0.0,0.0,2.22222222222222,96.6666666666667,,90,Extremely undiverse,,
404530,maine consolidated school district,AZ,rural-distant,2016-2017,0.840336134453782,1.68067226890756,0.0,4.20168067226891,91.5966386554622,1.68067226890756,119,Extremely undiverse,,
404570,mammoth-san manuel unified district,AZ,rural-fringe,1994-1995,0.216216216216216,0.108108108108108,0.594594594594595,54.2162162162162,44.8648648648649,,1850,Diverse,,
404570,mammoth-san manuel unified district,AZ,rural-fringe,2016-2017,1.0738255033557,0.536912751677852,0.671140939597315,71.2751677852349,25.2348993288591,1.20805369127517,745,Diverse,,
404630,marana unified district,AZ,suburban-large,1994-1995,1.21272365805169,1.43141153081511,1.94831013916501,16.3717693836978,79.0357852882704,,10060,Undiverse,,
404630,marana unified district,AZ,suburban-large,2016-2017,1.39981777520086,1.74770148264723,2.1701316988321,36.8342582622381,54.3444048703719,3.50368591070985,12073,Diverse,0.0092952167856208,Highly integrated
404720,maricopa unified school district,AZ,town-distant,1994-1995,23.7222757955641,0.0964320154291225,1.54291224686596,35.5834136933462,39.0549662487946,,1037,Diverse,,
404720,maricopa unified school district,AZ,town-distant,2016-2017,5.57901085645356,2.27683956574186,11.6103739445115,42.6718938480097,33.2478890229192,4.61399276236429,6632,Diverse,0.0181293639758874,Highly integrated
404770,altar valley elementary district,AZ,rural-distant,2016-2017,9.98363338788871,0.16366612111293,0.654664484451719,54.1734860883797,31.9148936170213,3.10965630114566,611,Diverse,,
404820,mayer unified school district,AZ,rural-distant,1994-1995,0.927357032457496,0.0,0.309119010819165,7.72797527047913,91.0355486862442,,647,Extremely undiverse,,
404820,mayer unified school district,AZ,rural-distant,2016-2017,2.80898876404494,0.936329588014981,0.561797752808989,16.2921348314607,76.2172284644195,3.18352059925094,534,Undiverse,,
404860,mcnary elementary district,AZ,rural-distant,1994-1995,95.1807228915663,0.0,3.6144578313253,1.20481927710843,0.0,,83,Extremely undiverse,,
404860,mcnary elementary district,AZ,rural-distant,2016-2017,99.2307692307692,0.0,0.769230769230769,0.0,0.0,0.0,130,Extremely undiverse,,
404920,mcneal elementary district,AZ,rural-remote,1994-1995,0.0,0.0,0.0,27.4509803921569,72.5490196078431,,51,Diverse,,
404920,mcneal elementary district,AZ,rural-remote,2016-2017,3.27868852459016,0.0,0.0,24.5901639344262,70.4918032786885,1.63934426229508,61,Diverse,,
404970,mesa unified district,AZ,city-large,1994-1995,3.22292652441746,1.68437341903997,2.63518138261465,14.782906288129,77.6746123857989,,67206,Undiverse,,
404970,mesa unified district,AZ,city-large,2016-2017,4.18176925877269,2.06555975878061,4.3194732426914,43.2976147137498,44.0526124186834,2.08297060732205,63179,Diverse,0.182290339747291,Somewhat integrated
405030,miami unified district,AZ,rural-fringe,1994-1995,2.30769230769231,0.307692307692308,0.974358974358974,37.3333333333333,59.0769230769231,,1950,Diverse,,
405030,miami unified district,AZ,rural-fringe,2016-2017,3.4804753820034,0.509337860780985,0.848896434634975,50.0848896434635,43.1239388794567,1.95246179966044,1178,Diverse,,
405070,mingus union high school district,AZ,town-distant,1994-1995,4.09698996655518,0.501672240802676,0.919732441471572,11.1204013377926,83.3612040133779,,1196,Undiverse,,
405070,mingus union high school district,AZ,town-distant,2016-2017,3.61041141897565,0.587741393786734,0.755667506297229,36.3560033585223,57.0948782535684,1.59529806884971,1191,Diverse,,
405100,mobile elementary district,AZ,rural-distant,1994-1995,0.0,0.0,44.4444444444444,11.1111111111111,44.4444444444444,,18,Diverse,,
405100,mobile elementary district,AZ,rural-distant,2016-2017,0.0,0.0,17.8571428571429,10.7142857142857,71.4285714285714,0.0,28,Diverse,,
405170,mohave union high school dist,AZ,,1994-1995,5.25502318392581,1.08191653786708,0.463678516228748,8.9644513137558,84.2349304482226,,647,Undiverse,,
405190,mohave valley elementary district,AZ,town-remote,1994-1995,7.47091243110839,0.67360685854256,0.367421922841396,12.4311083894672,79.0569503980404,,1633,Undiverse,,
405190,mohave valley elementary district,AZ,town-remote,2016-2017,7.29537366548043,0.355871886120996,1.51245551601423,29.4483985765125,59.0747330960854,2.31316725978648,1124,Diverse,,
405220,mohawk valley elementary district,AZ,rural-distant,1994-1995,0.3584229390681,0.0,0.716845878136201,53.763440860215,45.1612903225806,,279,Diverse,,
405220,mohawk valley elementary district,AZ,rural-distant,2016-2017,1.13636363636364,0.568181818181818,0.0,63.0681818181818,35.2272727272727,0.0,176,Diverse,,
405320,morenci unified district,AZ,town-remote,1994-1995,1.94017784963622,0.0,0.646725949878739,54.0016168148747,43.4114793856103,,1237,Diverse,,
405320,morenci unified district,AZ,town-remote,2016-2017,2.6657060518732,0.864553314121038,1.22478386167147,63.6167146974063,30.0432276657061,1.5850144092219,1388,Diverse,,
405340,morristown elementary district,AZ,rural-distant,1994-1995,4.0,0.0,1.0,4.0,91.0,,100,Extremely undiverse,,
405340,morristown elementary district,AZ,rural-distant,2016-2017,0.0,0.0,0.0,25.4716981132075,71.6981132075472,2.83018867924528,106,Diverse,,
405360,pima accommodation district,AZ,city-large,2016-2017,10.3448275862069,0.0,13.7931034482759,68.9655172413793,6.89655172413793,0.0,29,Diverse,,
405400,murphy elementary district,AZ,city-large,1994-1995,2.34309623430962,0.251046025104602,4.47698744769875,86.652719665272,6.27615062761506,,2390,Undiverse,,
405400,murphy elementary district,AZ,city-large,2016-2017,0.916310323762981,0.244349419670128,2.68784361637141,93.341478313989,2.50458155161882,0.30543677458766,1637,Extremely undiverse,,
405430,naco elementary district,AZ,rural-distant,1994-1995,0.0,0.0,0.0,89.5161290322581,10.4838709677419,,248,Undiverse,,
405430,naco elementary district,AZ,rural-distant,2016-2017,0.33112582781457,0.0,0.0,99.6688741721854,0.0,0.0,302,Extremely undiverse,,
405460,nadaburg unified school district,AZ,rural-fringe,1994-1995,0.775193798449612,0.0,0.0,17.5710594315245,81.6537467700258,,387,Undiverse,,
405460,nadaburg unified school district,AZ,rural-fringe,2016-2017,1.07270560190703,0.834326579261025,1.90703218116806,33.611442193087,59.8331346841478,2.74135876042908,839,Diverse,,
405500,rainbow foundation,AZ,,1994-1995,25.0,0.0,0.0,25.0,50.0,,4,Diverse,,
405530,nogales unified district,AZ,town-remote,1994-1995,0.0154487872701993,0.200834234512591,0.0617951490807972,96.4776765023946,3.24424532674185,,6473,Extremely undiverse,,
405530,nogales unified district,AZ,town-remote,2016-2017,0.0701631292755657,0.403437993334503,0.0526223469566743,98.7896860199965,0.631468163480091,0.0526223469566743,5701,Extremely undiverse,,
405640,oracle elementary district,AZ,,1994-1995,0.818330605564648,0.654664484451719,0.327332242225859,37.4795417348609,60.7201309328969,,611,Diverse,,
405670,osborn elementary district,AZ,city-large,1994-1995,13.477366255144,3.57510288065844,8.10185185185185,35.7510288065844,39.0946502057613,,3888,Diverse,,
405670,osborn elementary district,AZ,city-large,2016-2017,6.17021276595745,3.19148936170213,7.02127659574468,70.8510638297872,10.4255319148936,2.34042553191489,470,Diverse,,
405730,owens school district no.6,AZ,rural-remote,1994-1995,0.0,0.0,0.0,24.5283018867925,75.4716981132076,,53,Undiverse,,
405730,owens school district no.6,AZ,rural-remote,2016-2017,0.0,0.0,0.0,22.2222222222222,72.2222222222222,5.55555555555556,18,Diverse,,
405760,tonto basin elementary district,AZ,rural-remote,1994-1995,0.0,1.69491525423729,0.0,0.0,98.3050847457627,,59,Extremely undiverse,,
405760,tonto basin elementary district,AZ,rural-remote,2016-2017,0.0,0.0,0.0,10.2941176470588,89.7058823529412,0.0,68,Undiverse,,
405820,page unified district,AZ,town-remote,1994-1995,61.2148230704932,0.445806631373642,0.306492059069379,2.14544441348565,35.8874338255782,,3589,Diverse,,
405820,page unified district,AZ,town-remote,2016-2017,73.5001840264998,0.736105999263894,0.368052999631947,5.37357379462643,15.8630842841369,4.158998895841,2717,Diverse,,
405850,palo verde elementary district,AZ,rural-distant,1994-1995,2.78884462151394,0.0,11.1553784860558,31.0756972111554,54.9800796812749,,251,Diverse,,
405850,palo verde elementary district,AZ,rural-distant,2016-2017,0.671140939597315,0.0,1.34228187919463,65.1006711409396,32.662192393736,0.223713646532438,447,Diverse,,
405880,palominas elementary district,AZ,rural-fringe,1994-1995,0.810185185185185,1.85185185185185,1.96759259259259,16.5509259259259,78.8194444444444,,864,Undiverse,,
405880,palominas elementary district,AZ,rural-fringe,2016-2017,0.987166831194472,1.6781836130306,2.56663376110563,28.4304047384008,62.4876604146101,3.84995064165844,1013,Diverse,,
405930,paradise valley unified district,AZ,city-large,1994-1995,0.688957095278522,2.10605367987984,1.71422973943708,7.28792529223536,88.2028341931692,,30626,Undiverse,,
405930,paradise valley unified district,AZ,city-large,2016-2017,0.970476100450578,3.85984812679207,3.05636953713331,30.6519204713741,57.3998802659357,4.06150549831427,31737,Diverse,0.263073902852255,Not integrated
405980,parker unified school district,AZ,town-distant,1994-1995,31.4248816185966,0.516573396470082,1.11924235901851,29.8321136461472,37.1071889797675,,2323,Diverse,,
405980,parker unified school district,AZ,town-distant,2016-2017,29.7961317302666,0.156821745948772,0.313643491897543,44.9555671719812,19.0799790904339,5.69785676947203,1913,Diverse,,
406000,patagonia elementary district,AZ,rural-distant,1994-1995,0.0,0.0,0.0,59.0163934426229,40.9836065573771,,122,Diverse,,
406000,patagonia elementary district,AZ,rural-distant,2016-2017,0.0,0.0,2.5974025974026,77.9220779220779,19.4805194805195,0.0,77,Undiverse,,
406030,patagonia union high school district,AZ,rural-distant,1994-1995,0.0,0.0,0.0,44.7826086956522,55.2173913043478,,230,Diverse,,
406030,patagonia union high school district,AZ,rural-distant,2016-2017,0.0,0.0,0.0,57.3333333333333,41.3333333333333,1.33333333333333,75,Diverse,,
406070,payson unified district,AZ,town-remote,1994-1995,2.22405271828666,0.658978583196046,0.205930807248764,4.73640856672158,92.174629324547,,2428,Extremely undiverse,,
406070,payson unified district,AZ,town-remote,2016-2017,2.42656449553001,0.766283524904214,0.297999148573861,21.3282247765006,71.8177948063006,3.36313324819072,2349,Diverse,,
406120,peach springs unified district,AZ,rural-remote,1994-1995,100.0,0.0,0.0,0.0,0.0,,228,Extremely undiverse,,
406120,peach springs unified district,AZ,rural-remote,2016-2017,98.469387755102,0.0,0.510204081632653,1.02040816326531,0.0,0.0,196,Extremely undiverse,,
406150,pearce elementary district,AZ,rural-remote,1994-1995,2.30769230769231,0.769230769230769,0.0,30.7692307692308,66.1538461538461,,130,Diverse,,
406150,pearce elementary district,AZ,rural-remote,2016-2017,1.03092783505155,0.0,0.0,23.7113402061856,74.2268041237113,1.03092783505155,97,Diverse,,
406210,pendergast elementary district,AZ,city-large,1994-1995,1.70157068062827,1.98204936424832,7.5168287210172,26.3649962602842,62.434554973822,,5348,Diverse,0.0614039331208777,Highly integrated
406210,pendergast elementary district,AZ,city-large,2016-2017,1.09640458316871,2.10391149743185,7.2303437376531,74.2295535361517,12.2382457526669,3.1015408929277,10124,Diverse,0.0632655175017913,Highly integrated
406250,peoria unified school district,AZ,suburban-large,1994-1995,0.552881746947218,2.19163915516487,3.39286424565451,15.9659520305477,77.8966628216857,,25141,Undiverse,,
406250,peoria unified school district,AZ,suburban-large,2016-2017,0.910968399015475,2.98752369366566,4.65668939372507,32.6477494553993,54.6920530738111,4.1050159843834,35347,Diverse,0.125427144408268,Somewhat integrated
406300,phoenix elementary district,AZ,city-large,1994-1995,4.00787675199815,0.660257152785822,8.72234449206533,78.9760222402409,7.63349936290976,,8633,Undiverse,,
406300,phoenix elementary district,AZ,city-large,2016-2017,3.13253012048193,1.25,7.80120481927711,81.3704819277108,4.90963855421687,1.53614457831325,6640,Undiverse,,
406330,phoenix union high school district,AZ,city-large,1994-1995,3.60234031236401,2.29195880276582,12.833035153039,51.6029205550989,29.6697451767323,,20681,Diverse,0.0570470620362472,Highly integrated
406330,phoenix union high school district,AZ,city-large,2016-2017,2.51395542182984,1.92010768438972,8.84041331802526,80.5534660912942,4.60825844253533,1.56379904192565,25259,Undiverse,,
406360,picacho elementary district,AZ,rural-distant,1994-1995,1.69491525423729,0.0,0.564971751412429,75.7062146892655,22.0338983050847,,177,Undiverse,,
406360,picacho elementary district,AZ,rural-distant,2016-2017,2.67379679144385,0.0,2.13903743315508,79.6791443850267,15.5080213903743,0.0,187,Undiverse,,
